# =============================================================================
# {All-in-One Deluxe Edition}-yuanze31
# =============================================================================

# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================

# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	完整更新日志
approveAllTransfer_message	批准所有合格囚犯转移至 *C
approveAllTransfer_someMessage	*C 中只有 *X 间空牢房。你是否想要将 *X 名囚犯移送至 *C
approveTransfer_noFreeCells	没有空牢房供有移送资格的囚犯住。

dialog_group	集体

transfer_pastCrimes_tooltip	取消有集体 *X 犯罪记录的囚犯的移送资格，包括：
transfer_criteria_met	*X/*Y

# =============================================================================
# Actions
# =============================================================================

action_RunTreadmill	使用跑步机
action_PunchingBag	使用沙袋
action_Boxing	使用拳击台

# =============================================================================
# Codex
# =============================================================================

codex_tooltip_escapeplans	赋予囚犯们更多的逃脱选择。\n他们在尝试逃跑时甚至会翻越你的围墙。
codex_options_shadowcaption	开启或关闭阴影
codex_options_punishmentscaption	每个区块的搜查和行动

codex_option_prisonerTransfer	囚犯移送
codex_tooltip_prisonerTransfer	囚犯移送让你能够设置标准，囚犯必须符合此标准才能转换并升级到监狱中更好的安全区块中，该区块可能会提供更高的舒适度、更多设施及其他特权。\n\n囚犯现在会评估目前所在区块和低一级区块的情况，并决定自己是否愿意转换。如果愿意，他们接下来会根据自己的需求和特点，决定是否要尝试改善自身行为，满足你设置的转让政策。\n\n每个区块都会根据你提供给该区块中囚犯的特权和设施进行分级，总体来说，囚犯所在区块与低一级区块之间的‘差别’越大，囚犯就会更愿意转换。\n\n囚犯满足你的移送标准后，你仍然可以决定是否移送他们以及何时移送。

# =============================================================================
# Miscelanious
# =============================================================================

action_Stretching	锻炼
action_PlayChess	下棋
action_EatSnack	取零食中

report_staff_multidelete	单击鼠标左键开除一名员工，拖动并按住左键可开除多名员工

codex_language_unsupported	--- 不再更新 ---
codex_language_mod	--- 社区创建的语言模组 ---

codex_language_unsupportedString	官方不支持该语言，某些翻译可能缺失。

report_policy_privilegesUnchangableTooltip	此安全等级已锁定其特权政策。
transfer_review	审查移送
reports_prisoners_transfer_otherPrisoners	*X 名其他囚犯
approveTransfer_noFreeCells	没有可用的空牢房供移送的囚犯住。为此安全等级创建更多牢房，以便批准移送。
prisoner_roomquality_veryLow	非常低
prisoner_roomquality_low	低
prisoner_roomquality_high	高
prisoner_roomquality_veryHigh	非常高
prisoner_roomquality_supreme	极高
report_policy_matchTitle	匹配安全区块
report_policy_match_tooltip	将 *X 不当行为政策与另一个安全区块相匹配。
report_intake_cat_PrisonerTransfer	传奇囚犯！

object_barbedwire	铁丝网
object_roadbarrier	路障
buildtoolbar_popup_obj_roadbarrier	一个坚实的路障，能够阻挡哪怕急速的卡车。\n仅当戒严时关闭。

buildtoolbar_popup_help_Orderly_1	护理人员经过特别训练，专门看护精神病人囚犯。\n
buildtoolbar_popup_help_Orderly_2	护理人员具有与警卫和医生类似的特征，但无法像普通警卫一样对囚犯产生镇压效果。\n\n
buildtoolbar_popup_help_Orderly_3	雇佣护理人员看护精神病人囚犯。护理人员将：
buildtoolbar_popup_help_Orderly_4	- 协助接收精神病人囚犯。
buildtoolbar_popup_help_Orderly_5	- 护送精神病人囚犯接受心理咨询（课程）。
buildtoolbar_popup_help_Orderly_6	- 治疗受伤的精神病人囚犯。
buildtoolbar_popup_help_Orderly_7	- 为暴怒的精神病人囚犯注射镇定剂。
buildtoolbar_popup_help_Orderly_8	- 在夜间为精神错乱的精神病人囚犯穿上约束衣。

buildtoolbar_popup_help_Psychiatrist_1	精神科医生定期对精神病人囚犯进行一对一咨询。\n\n
buildtoolbar_popup_help_Psychiatrist_2	每位医生都需要专门的精神科医生办公室。
buildtoolbar_popup_help_Psychiatrist_3	需制定心理咨询方案（项目），然后精神科医生才能治疗精神病人囚犯。
buildtoolbar_popup_help_Psychiatrist_4	可使用新物品升级精神科医生办公室，以改善精神科医生的治疗效果。

rapsheet_action	处置
codex_settings_escapeplans	启用 逃脱计划

############################### Sea and Air Pack ###############################

# =============================================================================
# Materials - Names
# =============================================================================

material_WoodenDockFloor	码头（木制）
material_waterBed	水底
material_WaterShallow	水（浅）
material_WaterLarge	水（多）
material_WaterWalkable	可涉水

# =============================================================================
# Objects - Names
# =============================================================================

object_FerryDock	渡轮码头
object_FerryBoat	运输渡轮
object_SupplyBoat	供给船
object_PrisonBoat	囚犯渡轮
object_VisitorBoat	探视者船只
object_VisitorHeli	探视者直升机
object_SupplyHeli	供给直升机
object_PrisonHeli	监狱直升机
object_FireHeli	空中消防员
object_EliteOpsHeli	精英行动小队
object_SoldiersHeli	国民警卫队
object_HearseBoat	殡葬用船
object_HearseHeli	殡葬用直升机
object_ParamedicsHeli	空中医护人员
object_Helipad	停机坪
object_BoatDock	船只码头
object_EliteOps	精英行动

object_Fountain	喷泉
object_SteppingStoneLillyPad	垫脚石（睡莲）
object_SteppingStoneIceBlock	垫脚石（冰）
object_SteppingStone	垫脚石
object_SteppingStonePallet	垫脚石（草垫）
object_ScannerMonitor	安检仪监视器
object_ScannerMachine	安检仪主机
object_CheckPoint	检查点

# =============================================================================
# Interface Mode
# =============================================================================

codex_option_islandNoBridge	岛屿地块
codex_option_islandBridge	已连接的岛屿地块

codex_tooltip_islandNoBridge	生成四周环水的起始地块，此地块将使用船只码头而非道路。

codex_tooltip_islandBridge	生成四周环水的起始地块，此地块通过桥梁与道路连接。

mutator_name_DynamicReputations	动态声誉
mutator_tooltip_DynamicReputations	囚犯有机会在服刑期间，根据自己的活动和经历，提升或减少其特有的声誉特征。

interfacelogistics_deliverytargeting	货物
d11_logistic_select_delivery_method	选择收货区
interfacelogistics_vehiclepurpose	运输

d11_logistics_transportTitle	运输偏好
d11_logistics_purpose_group_0	送入货物
d11_logistics_transport_deliveries_hint	选择需要运抵的货物。
d11_logistics_purpose_group_0_item_1	建筑材料
d11_logistics_purpose_group_0_item_2	食物
d11_logistics_purpose_group_0_item_3	邮件
d11_logistics_purpose_group_0_item_4	工坊材料
d11_logistics_purpose_group_1	送入囚犯
d11_logistics_transport_prisoners_hint	选择将接收处的哪些囚犯送到这里。
d11_logistics_purpose_group_1_item_1	轻刑犯
d11_logistics_purpose_group_1_item_2	中刑犯
d11_logistics_purpose_group_1_item_3	重刑犯
d11_logistics_purpose_group_1_item_4	死刑犯
d11_logistics_purpose_group_1_item_5	精神病
d11_logistics_purpose_group_2	送入平民
d11_logistics_transport_civilians_hint	选择探监者和教师是否可进入监狱。
d11_logistics_purpose_group_3	送出物品
d11_logistics_transport_exports_hint	选择哪些物品需要通过此位置移出监狱。
d11_logistics_purpose_group_3_item_1	垃圾
d11_logistics_purpose_group_3_item_2	出货区
d11_logistics_purpose_toggle	切换
d11_logistics_purpose_toggle_1	切换全部
d11_logistics_purpose_toggle_on	（开）
d11_logistics_purpose_toggle_off	（关）

d11_room_error_no_link	卸货受阻。请检查货物和运输物流选项。

d11_hover_change	更改[[*L]]

water_amount	水面高度*X%
ferry_timer	离港倒计时*X
ferry_warning	离港受阻

d11_hover_dismiss_vehicle	解雇[[*S]]
d11_hover_depart_vehicle	离港[[*S]]
d11_hover_dismiss_vehicle_desc	遣散车辆以释放空间？
d11_hover_dismiss_helicopter_desc	遣散直升机？
d11_hover_dismiss_ferry_desc	使渡轮提前离岗？

d11_hover_fight_fires	灭火[[*X]]
interface_action_fightFires	灭火
d11_hover_fight_fires_desc	起飞前往支援灭火？

d11_hover_land_heli	[[*S]]着陆
interface_action_landheli	直升机着陆
d11_hover_land_heli_desc	将直升机降落在停机坪上？

d11_hover_eliteOps_select	指挥直升机[[*X]]

d11_hover_deploy_squad	部署（按住）[[*X]]
interface_action_deploySquad	部署小队
d11_hover_deploy_squad_desc	在直升机下方部署小队？

interfacemode_floors	地面
interfaceoverlay_landscape	景观

d11_hover_quantity	x *X

# =============================================================================
# Build Toolbar
# =============================================================================

buildtoolbar_popup_obj_FerryDock	将建造两座渡轮码头，渡轮将在岛屿间平行运行，作为两岛的交通方式。要建造一组码头，两岛必须有同等的陆地。
buildtoolbar_popup_obj_BoatDock	船只停泊、运送新囚犯或供给的必备建筑。
buildtoolbar_popup_obj_Helipad	直升机飞抵监狱、运送新囚犯、交付供给或征召航空应急小队的必备建筑。

buildtoolbar_popup_obj_DeckChair	甲板上的舒适阳光休息室。\n-提升舒适度。

buildtoolbar_popup_obj_Fountain	放置于水中创建令人放松的喷泉景观。

buildtoolbar_popup_obj_SteppingStoneLillyPad	建造道路，供囚犯和员工穿过水面。\n\n仅限室外建造。\n\n仅能放置于水面。
buildtoolbar_popup_obj_SteppingStone	建造道路，供囚犯和员工穿过水面。\n\n仅限室外建造。\n\n仅能放置于水面。
buildtoolbar_popup_obj_SteppingStoneIceBlock	建造道路，供囚犯和员工穿过水面。\n\n仅限室外建造。\n\n仅能放置于水面。
buildtoolbar_popup_obj_SteppingStonePallet	建造道路，供囚犯和员工穿过水面。\n\n仅限室外建造。\n\n仅能放置于水面。
buildtoolbar_popup_uts_ScannerMonitor	与安检仪主机连接后，监视器可协助警卫辨认违禁品。警卫辨认违禁品的能力取决于他们的疲劳程度
buildtoolbar_popup_uts_ScannerMachine	供收货区和仓库使用的机器，用于检测木板箱中的违禁品。必须将安检仪连接至监视器，警卫才能辨认出违禁品。警卫辨认违禁品的能力取决于他们的疲劳程度。
buildtoolbar_popup_obj_Checkpoint	检查过往囚犯和探视者的检查站。囚犯只能从一个方向通过检查点。\n-必须有警卫值守。
buildtoolbar_popup_mat_waterShallow	创建浅水区域，在沙滩和水面间形成更为美观的海岸线。与普通水面不同，此水面可供通行。
buildtoolbar_popup_mat_waterLarge	创造大面积水面、湖泊或海洋。
buildtoolbar_popup_mat_WoodenDockFloor	坚固的木质地面，适于码头。

landscape_hint	（可在水面上建造）

d11_emergencies_hints_fire_heli	搭载x*A名消防员的直升机。-$*B
d11_squad_name_FireHeli	空中消防员
d11_emergencies_hints_paramedics_heli	搭载x*A名医护人员的直升机。-$*B
d11_squad_name_AirParamedics	空中医护人员
d11_emergencies_hints_eliteOps_heli	搭载x*A名精英行动士兵的直升机。-$*B
d11_squad_name_EliteOps	小精英行动队

interfacecallout_FireHeli	空中消防员
interfacecallout_EliteOps	精英行动小队
interfacecallout_AirParamedics	空中医护人员
interfacecallout_AirSoldiers	精英行动人员

buildtoolbar_Logistics_DeliveryTargeting	将收货区、垃圾区和出货区与停机坪、码头和道路连接。这样做可控制货物提取地点，以及监狱出货方式。
buildtoolbar_Logistics_VehiclePurpose	控制特定码头、停机坪或道路负责的具体服务。这样做可指定监狱各处接收空运或海运送达的特定货物或囚犯。

# =============================================================================
# Object Hint strings
# =============================================================================

boatDock_placement_hint	需要与陆地连接，以及通畅的航道。
delivery_hover_hint	物流>可在运输菜单控制此*X的用途。
ferryDock_placement_hint	必须有对应的陆地作为目的地。
transportZones_hover_hint	通过物流菜单与停机坪、码头和道路连接。

# =============================================================================
# Prefabs - Names
# =============================================================================

quickbuild_OutdoorLake	室外湖泊
quickbuild_River	河流

# =============================================================================
# CODEX - Menu Entries
# =============================================================================

codex_options_hud_waypoints	HUD路标
codex_options_hud_waypoints_all	全部开启
codex_options_hud_waypoints_important	最为重要
codex_options_hud_waypoints_off	全部关闭

d11_hud_waypoints_limited	所有（时间有限）
waypoints_tooltip	选择HUD显示的路标，指向监狱中发生的各种事件和警报。

# =============================================================================
# DLC
# =============================================================================

objective_ReadSandALetter	首席执行官来信（困守孤岛）
island_letter	亲爱的先生/女士，\n\n\n欢迎来到《监狱建筑师：困守孤岛》，开启全新生活！这里有一些实用建议，可以帮助您利用码头、停机坪和岛屿监狱从头开始。\n\n1.岛屿 - 根据监狱环境不同，岛屿与大陆可能没有道路连接，所以您需要船只和直升机提供运输服务。建造船只码头和停机坪，并确定其用途；可用于接收海运或空运送达的特定货物、新囚犯或新应急部队等等。-确保码头航道通畅，以便船只通行。 -可建造特殊的轮渡码头连接各个岛屿，也可建造桥梁或垫脚石。-可使用全新精英行动小队，以及能够在空中灭火的直升机，为岛屿提供更为周全的安保。\n\n2. 自定义货物和运输 - 通过物流，您可自定义每个码头、停机坪、道路的服务种类，从而提升监狱的效率。码头、停机坪可连接至其他收货、接收和输出区。这能让将食物补给运送至距离厨房更近的位置，或将新接收重刑犯押送至距离岛屿重刑犯关押区更近的位置。仅举两例，还有无限种可能！\n\n3. 景观 - 可在监狱周边放置护城河或海洋，还可利用泥土等其他地板材料，使用海岸线改造陆地。\n\n4. 全新安全措施 - 违禁品依然可以通过船只和直升机运抵岛屿，因此我们为您提供了一些尖端装备； -在接收和仓库区建造安检仪，检查各种箱子。需要机警的警卫时刻注视安检仪监视器。 -指派警卫前往检查点，对所有过往囚犯和探监者进行搜身检查。这样可以有效发现违禁品，但如果放置不当，会影响囚犯流动。\n\n最后，即便是岛屿也并非无路可逃，所以最好在海岸线上建造狙击手瞭望塔，以防止囚犯游泳逃跑。\n\n基本就是这些，祝您好运！\n\nPrison Architects Corp.\n首席执行官
