# =============================================================================
# {All-in-One Deluxe Edition}-yuanze31
# =============================================================================


# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================

# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新建游戏
objective_grant_nutritionresearch_good	两天提供3餐高份量高种类餐食

objective_grant_drugsearch	取缔毒品
objective_grant_drugsearch_description	近来较大监狱中的毒品使用越来越引人关注。采取主动立场并向人们展示你在处理这个问题。
objective_grant_drugsearch_find	搜出十份非法毒品

objective_grant_contrabandsupply	工具清理
objective_grant_contrabandsupply_description	在其他监狱中发生多起涉及偷窃物品的事件之后，一个组织正在监狱中执行针对工具和武器分布情况的调查研究。实验的这部分涉及尝试着从囚犯那儿夺走所有类似物品。
objective_grant_contrabandsupply_tools	取缔偷窃工具的供给
objective_grant_contrabandsupply_weapons	取缔偷窃武器的供给

grant_category_completed	已完成：
grant_category_unlocked	已解锁：
grant_category_cash	现金：
grant_category_cashflow	现金流：
grant_category_debt	债务：
grant_category_prisoners	囚犯：

grant_property_atleast	至少 *X
grant_property_atmost	不多于 *X


# =============================================================================
# Materials
# =============================================================================


object_none	无
object_box	箱子
object_stack	堆
object_bed	床
object_bunkbed	双层床
object_crib	婴儿床
object_toilet	厕所
object_table	桌子
object_chair	椅子
object_bench	板凳
object_electricchair	电椅
object_jaildoor	监狱门
object_jaildoorlarge	大型监狱门
object_door	门
object_solitarydoor	禁闭门
object_staffdoor	员工门
object_remotedoor	遥控门
object_roadgate	道路大门
object_jailbars	牢房栏杆
object_window	视窗
object_windowlarge	大型窗户
object_tree	树
object_light	灯
object_cooker	炊具
object_fridge	冰箱
object_bin	垃圾桶
object_sink	水槽
object_servingtable	配餐桌
object_showerhead	花洒喷头
object_brick	砖
object_concrete	混凝土
object_steel	钢
object_ingredients	食材
object_ingredientscooking	食材（烹制中）
object_ingredientscooked	食材（已烹制）
object_ingredientsspoiled	食材（已腐坏）
object_meal	餐食
object_foodtray	餐盘
object_foodtraydirty	餐盘（脏）
object_grassturf	草坪
object_prisoneruniform	囚服
object_dirtyprisoneruniform	囚服（脏）
object_crumpledprisoneruniform	囚服（皱）
object_bleach	漂白剂
object_sheetmetal	金属板
object_licenseplateblank	车牌（空白）
object_licenseplate	车牌
object_log	圆木
object_wood	木材
object_workman	工人
object_truckdriver	卡车司机
object_guard	警卫
object_riotguard	防暴警卫
object_armedguard	武装警卫
object_prisoner	囚犯
object_doctor	医师
object_paramedic	医护人员
object_cook	厨师
object_gardener	园丁
object_janitor	清洁工
object_fireman	消防员
object_avatar	头像
object_actor	人物
object_visitor	探视者
object_executionwitness	死刑见证人
object_doghandler	警犬训练员
object_dog	警犬
object_dogcrate	狗笼
object_teacher	教师
object_soldier	士兵
object_sniper	狙击手
object_warden	典狱长
object_chief	主管
object_foreman	工头
object_psychologist	心理医生
object_accountant	会计
object_lawyer	律师
object_supplytruck	供给卡车
object_prisonerbus	囚车
object_fireengine	消防车
object_riotvan	防暴警车
object_ambulance	救护车
object_hearse	灵车
object_trooptruck	运兵车
object_fire	火
object_garbage	垃圾
object_rubble	瓦砾
object_bookshelf	书架
object_officedesk	办公写字桌
object_filingcabinet	档案柜
object_medicalbed	医疗床
object_morgueslab	停尸台
object_equipment	装备
object_prop	道具
object_dummy	假人
object_powerstation	电站
object_capacitor	电容器
object_electricalcable	电缆
object_powerswitch	电源开关
object_logiccircuit	逻辑电路
object_logicbridge	逻辑桥
object_waterpumpstation	水泵站
object_pipevalve	管道阀门
object_pipelarge	大型管道
object_pipesmall	小型管道
object_drain	排水渠
object_metaldetector	金属探测器
object_weightsbench	举重床
object_phonebooth	电话亭
object_tv	电视
object_largetv	大型电视
object_pooltable	台球桌
object_polaroid	宝丽来
object_cctv	闭路电视监控系统
object_cctvmonitor	闭路电视监视器
object_laundrymachine	洗衣机
object_laundrybasket	洗衣篮
object_ironingboard	熨衣板
object_visitortable	访客桌
object_visitortablesecure	探监者电话间
object_workshopsaw	电锯工作台
object_workshoppress	冲压工作台
object_carpentertable	木匠工作台
object_boombox	立体扬声器
object_guardlocker	警卫锁柜
object_sofachairsingle	沙发
object_sofachairdouble	宽沙发
object_radio	收音机
object_radiator	暖气片
object_bookshelflarge	图书馆书架
object_weaponrack	武器架
object_treestump	树桩
object_schooldesk	书桌
object_superiorbed	优秀床铺
object_doorcontrolsystem	门禁系统
object_phonemonitor	电话窃听器
object_servo	门伺服器
object_doortimer	门禁定时器
object_pressurepad	压力板
object_statuslight	状态灯
object_wire	连接
object_dismantleobject	拆除对象
object_dismantleutility	拆除设施
object_sellobject	售卖物品
object_canceljobs	取消工作
object_showallwires	显示线缆
object_tidywires	整理线缆
object_cutscenepolaroid	宝丽来过场动画
object_cutscenecamera	动画摄像头
object_cutscenecue	动画提示
object_cutscenecaption	剧情画面说明
object_foodwaste	食物残渣
object_altar	圣坛
object_pews	长凳
object_prayermat	跪垫
object_paroleofficer	假释官
object_parolelawyer	假释律师
object_spiritualleader	神职人员
object_librarybookshelf	图书馆书架
object_librarybookunsorted	图书馆书籍（未分类）
object_librarybooksorted	图书馆书籍（已分类）
object_sortingtable	分拣台
object_ruinedbook	毁坏的书
object_foodbowl	食物
object_appealslawyer	上诉律师
object_appealsmagistrate	上诉法官
object_mailsatchel	邮件包
object_mailunsorted	未分类邮件
object_mailsorted	已分类邮件
object_prisonermail	邮件
object_prisonermailopened	邮件（已打开）
object_shopfront	店面
object_shopgoods	商店货物
object_shopshelf	商店货架
object_playmat	游戏垫
object_guardtower	警戒塔
object_waterboiler	烧水器
object_pipehotwater	热水管道
object_stafffood	员工餐
object_stafffoodboxed	员工餐
object_newspaper	报纸
object_strikefire	火桶


material_none	无
material_building	建筑（砖）
material_buildingconcrete	建筑（混凝土）
material_demolish	铲平
material_clearindoorarea	清除室内区域
material_demolishwalls	拆墙
material_removetunnels	填埋地道
material_canceljobs	取消工作
material_dirt	泥土
material_sand	砂砾
material_pavingstone	铺路石
material_grass	草
material_gravel	砾石
material_road	路
material_roadmarkings	路标
material_roadmarkingsleft	路标（左）
material_roadmarkingsright	路标（右）
material_stone	石头
material_fence	栅栏
material_concretetiles	混凝土砖
material_concretefloor	混凝土地板
material_woodenfloor	木地板
material_ceramicfloor	陶瓷地板
material_mosaicfloor	拼花地板
material_metalfloor	金属地板
material_marbletiles	大理石瓷砖
material_whitetiles	白色瓷砖
material_fancytiles	花式瓷砖
material_concretewall	混凝土墙
material_brickwall	砖墙
material_perimeterwall	围墙
material_burntfloor	烧焦的地板
material_burntwall	烧焦的墙
material_buildingframe	建筑框架
material_roof	屋顶
material_water	水

room_none	无
room_cell	牢房
room_holdingcell	拘留牢房
room_solitary	关禁闭
room_superiorcell	高级牢房
room_dormitory	宿舍
room_familycell	家庭牢房
room_sharedcell	共用牢房
room_canteen	食堂
room_canteen_staff	员工餐厅
room_kitchen	厨房
room_shower	淋浴間
room_yard	庭院
room_storage	仓库
room_deliveries	运载
room_garbage	垃圾
room_execution	行刑室
room_workshop	工坊
room_security	安保人员
room_office	办公室
room_medicalward	医务室
room_morgue	停尸房
room_commonroom	公共房间
room_laundry	洗衣房
room_visitation	探视
room_cleaningcupboard	清洁橱柜
room_kennel	警犬休息室
room_armoury	枪械库
room_staffroom	员工休息室
room_library	图书馆
room_forestry	森林
room_classroom	教室
room_exports	出货区
room_chapel	教堂
room_intake	犯人接收处
room_clearrooms	清除房间
room_paroleroom	假释室
room_mailroom	邮件收发室
room_shop	商店
room_nursery	育儿室

equipment_none	无
equipment_fists	拳头
equipment_baton	警棍
equipment_club	木棍
equipment_shank	刀柄
equipment_knife	小刀
equipment_fork	叉子
equipment_gun	枪
equipment_spoon	勺子
equipment_needle	针
equipment_booze	酒
equipment_poison	毒药
equipment_cigs	烟
equipment_saw	锯子
equipment_jailkeys	监狱钥匙
equipment_mobilephone	手机
equipment_lighter	打火机
equipment_screwdriver	螺丝刀
equipment_drugs	毒品
equipment_sheers	大剪刀
equipment_mop	拖把
equipment_rake	耙子
equipment_hose	软管
equipment_spatula	铲
equipment_woodenspoon	木勺
equipment_cleaningbrush	清洁刷
equipment_hammer	锤子
equipment_clipboard	笔记板
equipment_drill	钻头
equipment_pianowire	钢琴线
equipment_scissors	剪刀
equipment_medicine	药品
equipment_shotgun	霰弹枪
equipment_moneybag	钱袋
equipment_tazer	电击枪
equipment_guarduniform	警卫制服
equipment_stabvest	防刺背心
equipment_rifle	步枪
equipment_dogleash	狗绳
equipment_assaultrifle	突击步枪
equipment_woodenpickaxe	木质镐头
equipment_cbradio	对讲机
equipment_axe	斧子
equipment_spade	铁锹
equipment_book	书本
equipment_megaphone	扩音喇叭
equipment_magazine	杂志
equipment_batteringram	攻坚锤
equipment_iron	熨斗
equipment_microphone	麦克风
equipment_torch	手电筒
equipment_bookclosed	书本

research_requires_short	需要一个 *X

reformprogram_workshopinduction	工坊安全导语
reformprogram_foundationeducation	基础教育方案
reformprogram_generaleducation	普通教育资格
reformprogram_carpentry	木工学徒
reformprogram_kitcheninduction	厨房安全与卫生
reformprogram_therapy	行为疗法
reformprogram_methadone	药物治疗毒瘾
reformprogram_alcoholicsmeeting	酗酒者集体理疗
reformprogram_tazertraining	警卫电击枪认证
reformprogram_spiritualguidance	精神指导
reformprogram_parolehearing	假释听证会
reformprogram_deathrowappeal	死刑上诉

reformprogram_tazertrained	持有执照：电击枪

reformprogram_workshopinduction_text	安全第一！囚犯必须通过这门课程才能在工坊工作。
reformprogram_foundationeducation_text	许多囚犯甚至缺乏基本的阅读、写作和数学技能。本课程旨在使囚犯达到基本水平。通过的囚犯可在图书馆工作。
reformprogram_carpentry_text	需要较强实践能力的一项复杂技能。合格的囚犯可用此技能在木匠台制作出高价木制品。
reformprogram_kitcheninduction_text	在为数百人提供食物时，食物标准十分重要。在去厨房工作之前囚犯必须完成此课程。
reformprogram_therapy_text	囚犯通常较难控制他们的暴力天性。与监狱心理医生的一对一谈话旨在提供工具帮助囚犯在变得暴力之前阻止事态升级。
reformprogram_methadone_text	一套包括5种药物替代品的课程，用以治疗囚犯的毒品成瘾症状。每次治疗都将帮助囚犯缓解毒瘾，完成课程可能完全消除毒瘾。
reformprogram_alcoholicsmeeting_text	酗酒者集体理疗能够帮助囚犯减少对酒精的欲望。无法完全消除需求。
reformprogram_parolehearing_text	确定囚犯是否符合提前释放资格的听证会。囚犯被释放后不再犯罪可以获得不错的奖励。
